날짜,회사명,시가,최고가,최저가,종가,거래량
2023-04-19,SK하이닉스,88000₩,88500₩,86600₩,88200₩,2024519₩
2023-04-19,삼성전자,65500₩,65800₩,65300₩,65500₩,10255985₩
2023-04-19,AMD,88.5100$,90.5400$,88.2200$,89.9400$,37344502$
2023-04-20,NVIDIA,27.6599$,28.0187$,26.9891$,27.0931$,42771326$
2023-04-20,삼성전자,65100₩,65300₩,64600₩,65300₩,9501169₩
2023-04-20,AMD,88.8250$,91.5795$,88.7300$,90.1100$,47082684$
2023-04-20,SK하이닉스,86600₩,88400₩,86200₩,87700₩,1746001₩
2023-04-21,NVIDIA,26.9412$,27.1721$,26.7113$,27.1081$,34510277$
2023-04-21,AMD,89.8000$,89.8000$,88.0550$,88.4300$,41118264$
2023-04-21,SK하이닉스,87700₩,89800₩,87200₩,89100₩,2624982₩
2023-04-21,삼성전자,65800₩,65900₩,65400₩,65700₩,10538622₩
2023-04-24,AMD,88.1100$,88.6400$,86.3400$,87.5700$,40423789$
2023-04-24,NVIDIA,27.0021$,27.3550$,26.6603$,27.0311$,33928186$
2023-04-24,삼성전자,65300₩,65700₩,64800₩,65200₩,12986581₩
2023-04-24,SK하이닉스,88100₩,88800₩,87000₩,87200₩,2054455₩
2023-04-25,AMD,86.9000$,87.0600$,83.7600$,83.8000$,52771477$
2023-04-25,SK하이닉스,87500₩,87800₩,83700₩,85500₩,4096411₩
2023-04-25,삼성전자,65300₩,65400₩,63400₩,63600₩,16193271₩
2023-04-25,NVIDIA,27.0671$,27.2360$,26.2145$,26.2305$,37852716$
2023-04-26,AMD,86.5100$,87.3500$,85.3200$,85.9400$,47786564$
2023-04-26,삼성전자,63600₩,64300₩,63300₩,64100₩,12664541₩
2023-04-26,SK하이닉스,86400₩,88700₩,86200₩,87400₩,3240654₩
2023-04-26,NVIDIA,26.9911$,27.3190$,26.6944$,26.9452$,40633681$
2023-04-27,AMD,86.4100$,87.5650$,84.0900$,87.4400$,53087213$
2023-04-27,삼성전자,64100₩,65000₩,63300₩,64600₩,14779601₩
2023-04-27,SK하이닉스,87900₩,89200₩,86000₩,88800₩,2980163₩
2023-04-27,NVIDIA,27.3520$,27.4839$,26.6143$,27.2151$,37716119$
2023-04-28,삼성전자,65200₩,65900₩,65000₩,65500₩,19699480₩
2023-04-28,SK하이닉스,90800₩,91400₩,88700₩,89500₩,3737493₩
2023-04-28,NVIDIA,27.2141$,27.7468$,27.0606$,27.7378$,29221614$
2023-04-28,AMD,87.0200$,89.7500$,86.4400$,89.3700$,50686053$
2023-05-01,NVIDIA,27.8288$,29.0468$,27.7688$,28.8984$,57032853$
2023-05-01,AMD,91.0300$,91.0400$,88.6100$,89.6900$,59358710$
2023-05-02,삼성전자,66000₩,66300₩,65100₩,65700₩,14396948₩
2023-05-02,AMD,89.3200$,90.4550$,88.1200$,89.9100$,70483508$
2023-05-02,SK하이닉스,90900₩,90900₩,88900₩,90200₩,2427349₩
2023-05-02,NVIDIA,28.6685$,28.8244$,28.0717$,28.1987$,40272957$
2023-05-03,AMD,83.5400$,85.4800$,81.0200$,81.6200$,109482172$
2023-05-03,NVIDIA,27.8288$,28.3556$,27.4610$,27.7908$,38338740$
2023-05-03,삼성전자,65100₩,65600₩,64900₩,65400₩,8876749₩
2023-05-03,SK하이닉스,89000₩,90300₩,88600₩,89800₩,1779615₩
2023-05-04,AMD,81.5700$,91.6400$,81.1100$,86.6100$,122840488$
2023-05-04,삼성전자,65600₩,65700₩,64700₩,65100₩,9791064₩
2023-05-04,NVIDIA,27.6399$,27.8478$,27.2291$,27.5509$,32185041$
2023-05-04,SK하이닉스,88900₩,89600₩,87500₩,88700₩,1794303₩
2023-05-05,NVIDIA,27.8143$,28.7434$,27.7199$,28.6685$,36149408$
2023-05-05,AMD,84.9900$,90.4250$,84.7200$,89.8400$,78491108$
2023-05-08,NVIDIA,28.5105$,29.2083$,28.3386$,29.1393$,34497890$
2023-05-08,SK하이닉스,89700₩,90000₩,87700₩,88700₩,2615242₩
2023-05-08,AMD,89.9900$,95.6550$,89.1700$,95.0400$,95503215$
2023-05-08,삼성전자,66300₩,66300₩,65400₩,65900₩,9405365₩
2023-05-09,AMD,94.8900$,96.1600$,93.4281$,95.0600$,68674788$
2023-05-09,SK하이닉스,88400₩,88600₩,86700₩,87300₩,2297473₩
2023-05-09,NVIDIA,28.8874$,28.9614$,28.4386$,28.5595$,31486946$
2023-05-09,삼성전자,65800₩,65800₩,65100₩,65300₩,9366861₩
2023-05-10,AMD,96.4200$,99.9400$,96.1200$,97.0200$,95619496$
2023-05-10,삼성전자,65500₩,65500₩,64300₩,64600₩,13057727₩
2023-05-10,SK하이닉스,87200₩,87700₩,86300₩,86900₩,2137658₩
2023-05-10,NVIDIA,28.9933$,29.1013$,28.4498$,28.8734$,36934998$
2023-05-11,NVIDIA,28.8844$,28.9384$,28.2346$,28.5665$,32214903$
2023-05-11,SK하이닉스,86900₩,87300₩,85000₩,86300₩,2806299₩
2023-05-11,삼성전자,64700₩,65100₩,64200₩,64200₩,11648905₩
2023-05-11,AMD,98.1550$,99.1900$,96.1400$,97.1000$,57061034$
2023-05-12,SK하이닉스,86300₩,87600₩,86200₩,87200₩,2712372₩
2023-05-12,NVIDIA,28.5175$,28.7684$,28.0347$,28.3286$,27422225$
2023-05-12,삼성전자,63700₩,64600₩,63600₩,64100₩,8693913₩
2023-05-12,AMD,96.8300$,97.4500$,93.6800$,95.2600$,53829709$
2023-05-15,NVIDIA,28.4970$,28.9574$,28.1407$,28.9414$,29392587$
2023-05-15,SK하이닉스,87000₩,87100₩,85500₩,86400₩,2357794₩
2023-05-15,삼성전자,64100₩,64600₩,63900₩,64500₩,8172021₩
2023-05-15,AMD,95.2000$,97.4300$,93.4500$,97.4000$,51749212$
2023-05-16,NVIDIA,28.8294$,29.8580$,28.8204$,29.2013$,44940494$
2023-05-16,SK하이닉스,89500₩,90700₩,88500₩,90400₩,5121364₩
2023-05-16,삼성전자,65800₩,65900₩,65300₩,65400₩,12334657₩
2023-05-16,AMD,97.3900$,103.2800$,97.3100$,101.4800$,90622884$
2023-05-17,삼성전자,65900₩,65900₩,64800₩,65000₩,10745504₩
2023-05-17,SK하이닉스,92000₩,92000₩,90300₩,91900₩,3340386₩
2023-05-17,AMD,101.7900$,104.1400$,100.0500$,103.7500$,75240894$
2023-05-17,NVIDIA,29.5721$,30.1869$,29.4182$,30.1659$,43253541$
2023-05-18,NVIDIA,30.3978$,31.8152$,30.3078$,31.6653$,74872501$
2023-05-18,AMD,103.9800$,108.1000$,103.9300$,107.9300$,74338722$
2023-05-18,SK하이닉스,92800₩,94000₩,92000₩,93600₩,3473641₩
2023-05-18,삼성전자,66000₩,66200₩,65700₩,66200₩,14431704₩
2023-05-19,NVIDIA,31.5233$,31.5673$,30.9036$,31.2514$,47390765$
2023-05-19,SK하이닉스,95000₩,97900₩,94900₩,97300₩,5062669₩
2023-05-19,삼성전자,67800₩,68400₩,67500₩,68400₩,20349344₩
2023-05-19,AMD,106.3600$,107.2900$,104.6201$,105.8200$,67880217$
2023-05-22,SK하이닉스,97700₩,99400₩,97100₩,98200₩,4248401₩
2023-05-22,NVIDIA,30.8886$,31.5073$,30.6677$,31.1635$,37199967$
2023-05-22,AMD,104.6800$,108.7900$,103.4923$,108.0000$,65424234$
2023-05-22,삼성전자,68400₩,69000₩,68000₩,68500₩,14470308₩
2023-05-23,NVIDIA,30.9875$,31.2754$,30.6187$,30.6757$,35625326$
2023-05-23,AMD,107.2500$,110.9900$,107.1900$,108.1200$,73099114$
2023-05-23,삼성전자,68500₩,68700₩,68100₩,68400₩,8561643₩
2023-05-23,SK하이닉스,99000₩,99000₩,97000₩,97900₩,2472514₩
2023-05-24,SK하이닉스,97400₩,97800₩,96300₩,97700₩,2097933₩
2023-05-24,NVIDIA,30.1979$,30.5947$,29.7940$,30.5257$,72141851$
2023-05-24,삼성전자,68100₩,68700₩,68000₩,68500₩,8192896₩
2023-05-24,AMD,105.9800$,108.9100$,105.6400$,108.2700$,65910464$
2023-05-25,SK하이닉스,104300₩,104300₩,101100₩,103500₩,7431586₩
2023-05-25,NVIDIA,38.5075$,39.4641$,36.6203$,37.9647$,154391067$
2023-05-25,삼성전자,69900₩,70000₩,68700₩,68800₩,14231160₩
2023-05-25,AMD,117.3050$,120.6900$,115.8000$,120.3500$,108514669$
2023-05-26,SK하이닉스,107500₩,110500₩,106100₩,109200₩,10136706₩
2023-05-26,AMD,122.4600$,127.4300$,120.8900$,127.0300$,92922750$
2023-05-26,삼성전자,69800₩,70400₩,69500₩,70300₩,19549512₩
2023-05-26,NVIDIA,37.8748$,39.1543$,37.5349$,38.9303$,71439676$
2023-05-30,AMD,130.4150$,130.7900$,123.5100$,125.2700$,98902282$
2023-05-30,NVIDIA,40.5787$,41.9211$,39.9329$,40.0949$,92340110$
2023-05-30,삼성전자,71300₩,72300₩,71200₩,72300₩,27476896₩
2023-05-30,SK하이닉스,113200₩,113400₩,109500₩,110300₩,9058509₩
2023-05-31,SK하이닉스,110000₩,110900₩,108500₩,108600₩,8166685₩
2023-05-31,삼성전자,72400₩,72500₩,71000₩,71400₩,25666088₩
2023-05-31,AMD,122.4200$,123.9600$,117.8600$,118.2100$,87552221$
2023-05-31,NVIDIA,39.4721$,40.2788$,37.8068$,37.8188$,100258020$
2023-06-01,AMD,117.2900$,121.2800$,116.6000$,119.4700$,66032924$
2023-06-01,삼성전자,70900₩,71600₩,70600₩,70900₩,14669296₩
2023-06-01,SK하이닉스,106000₩,110500₩,106000₩,110300₩,5553560₩
2023-06-01,NVIDIA,38.4735$,40.0339$,38.3246$,39.7540$,63587295$
2023-06-02,AMD,120.7500$,121.6600$,117.6750$,117.8600$,52382424$
2023-06-02,삼성전자,71700₩,72200₩,71600₩,72200₩,12161798₩
2023-06-02,SK하이닉스,111000₩,112700₩,109200₩,110300₩,3991904₩
2023-06-02,NVIDIA,40.0809$,40.4837$,39.0423$,39.3112$,48273121$
2023-06-05,SK하이닉스,110100₩,110500₩,108500₩,108700₩,3316020₩
2023-06-05,삼성전자,72700₩,72700₩,71400₩,71700₩,12686829₩
2023-06-05,NVIDIA,38.8934$,39.5491$,38.6914$,39.1553$,39609381$
2023-06-05,AMD,116.5900$,119.3200$,116.4200$,117.9300$,52602861$
2023-06-06,AMD,117.9100$,124.4200$,117.7400$,124.2300$,75257497$
2023-06-06,NVIDIA,38.8144$,39.1443$,38.1327$,38.6385$,38872914$
2023-06-07,삼성전자,71300₩,71600₩,70800₩,71000₩,14796613₩
2023-06-07,NVIDIA,38.9034$,39.4872$,37.3448$,37.4638$,51199789$
2023-06-07,AMD,124.0250$,125.3400$,117.0700$,117.8300$,81755152$
2023-06-07,SK하이닉스,108700₩,109300₩,108000₩,108000₩,3313460₩
2023-06-08,SK하이닉스,107000₩,109700₩,106700₩,109700₩,4355468₩
2023-06-08,삼성전자,70400₩,70900₩,70000₩,70900₩,19165568₩
2023-06-08,NVIDIA,37.7127$,38.8524$,37.4938$,38.4985$,41777240$
2023-06-08,AMD,118.2950$,122.2100$,117.0500$,121.0500$,65246930$
2023-06-09,SK하이닉스,110300₩,115600₩,108300₩,115400₩,7950947₩
2023-06-09,삼성전자,71100₩,72300₩,70800₩,72000₩,15050209₩
2023-06-09,NVIDIA,39.0253$,39.6991$,38.5555$,38.7584$,42771747$
2023-06-09,AMD,123.5700$,127.2500$,123.5500$,124.9200$,75105039$
2023-06-12,SK하이닉스,114400₩,115800₩,114000₩,114800₩,2637721₩
2023-06-12,NVIDIA,39.1883$,39.5182$,38.6065$,39.4702$,38967335$
2023-06-12,AMD,128.5200$,130.4800$,126.4000$,129.1900$,85673077$
2023-06-12,삼성전자,72100₩,72400₩,70800₩,71000₩,12064287₩
2023-06-13,NVIDIA,40.1740$,41.0887$,39.7281$,41.0097$,61320816$
2023-06-13,SK하이닉스,117000₩,120100₩,117000₩,119500₩,6232477₩
2023-06-13,AMD,132.3200$,132.8300$,122.4500$,124.5300$,132461926$
2023-06-13,삼성전자,71700₩,72200₩,71600₩,72000₩,13227285₩
2023-06-14,AMD,126.5250$,127.7250$,123.8100$,127.3300$,95888117$
2023-06-14,NVIDIA,40.8118$,42.9871$,40.5399$,42.9841$,74046502$
2023-06-14,SK하이닉스,118800₩,119700₩,118100₩,118800₩,3240260₩
2023-06-14,삼성전자,72100₩,72200₩,71100₩,71900₩,12541046₩
2023-06-15,삼성전자,72100₩,72300₩,71300₩,71500₩,13614994₩
2023-06-15,NVIDIA,42.5893$,43.2761$,42.1344$,42.6402$,56862204$
2023-06-15,AMD,125.3900$,125.7000$,122.2600$,124.2400$,85587115$
2023-06-15,SK하이닉스,120200₩,121100₩,118000₩,119000₩,3778592₩
2023-06-16,SK하이닉스,117300₩,119800₩,116300₩,118900₩,4303391₩
2023-06-16,NVIDIA,43.4370$,43.7079$,42.6477$,42.6792$,65570941$
2023-06-16,AMD,125.8200$,125.8500$,119.9000$,120.0800$,82007083$
2023-06-16,삼성전자,71800₩,71900₩,70900₩,71800₩,15373696₩
2023-06-19,SK하이닉스,118000₩,118500₩,113500₩,114800₩,4208396₩
2023-06-19,삼성전자,71300₩,71700₩,70900₩,71200₩,11100887₩
2023-06-20,SK하이닉스,114000₩,117000₩,113200₩,116100₩,3319570₩
2023-06-20,NVIDIA,42.9851$,43.9768$,42.6612$,43.7949$,45115311$
2023-06-20,삼성전자,70700₩,71400₩,70400₩,71400₩,11557883₩
2023-06-20,AMD,119.0850$,121.7500$,117.7000$,118.9300$,58851777$
2023-06-21,SK하이닉스,116200₩,117500₩,114600₩,115100₩,2728146₩
2023-06-21,AMD,118.4850$,119.1888$,111.6700$,112.1100$,82835622$
2023-06-21,삼성전자,70700₩,71200₩,70400₩,70500₩,10626603₩
2023-06-21,NVIDIA,43.4880$,43.6020$,42.0674$,43.0321$,55160291$
2023-06-22,AMD,112.2400$,114.0000$,109.8500$,110.7000$,70754783$
2023-06-22,SK하이닉스,114200₩,115900₩,113400₩,114000₩,2612402₩
2023-06-22,NVIDIA,42.2404$,43.4125$,42.2214$,43.0121$,41773743$
2023-06-22,삼성전자,70200₩,71500₩,70100₩,71300₩,11411007₩
2023-06-23,SK하이닉스,114000₩,115200₩,112500₩,113600₩,2987472₩
2023-06-23,삼성전자,72000₩,72200₩,71600₩,71600₩,12329484₩
2023-06-23,AMD,109.3100$,111.0957$,107.4600$,110.0100$,73621951$
2023-06-23,NVIDIA,42.4513$,42.7962$,42.0024$,42.1964$,35813984$
2023-06-26,NVIDIA,42.4483$,42.7512$,40.0880$,40.6199$,59432192$
2023-06-26,삼성전자,71700₩,72500₩,71500₩,72400₩,10541901₩
2023-06-26,SK하이닉스,113100₩,113900₩,111200₩,113500₩,3350758₩
2023-06-26,AMD,110.9500$,112.5500$,107.2000$,107.5100$,68556976$
2023-06-27,SK하이닉스,114000₩,114000₩,110800₩,113000₩,3602087₩
2023-06-27,AMD,108.5650$,110.9700$,107.0800$,110.3900$,59381646$
2023-06-27,NVIDIA,40.7868$,41.9275$,40.4359$,41.8635$,46217470$
2023-06-27,삼성전자,72500₩,72600₩,72000₩,72600₩,9442997₩
2023-06-28,NVIDIA,40.6478$,41.8325$,40.5059$,41.1047$,58263927$
2023-06-28,삼성전자,72600₩,72700₩,72000₩,72700₩,8783093₩
2023-06-28,SK하이닉스,114200₩,115200₩,112800₩,114300₩,3178571₩
2023-06-28,AMD,108.2100$,111.7800$,107.6300$,110.1700$,67534134$
2023-06-29,SK하이닉스,115200₩,117400₩,114500₩,116200₩,4398301₩
2023-06-29,AMD,112.0650$,112.7599$,109.8400$,111.2400$,58347174$
2023-06-29,삼성전자,73100₩,73400₩,72400₩,72400₩,12229967₩
2023-06-29,NVIDIA,41.5456$,41.5876$,40.5879$,40.8098$,38051430$
2023-06-30,AMD,113.0300$,114.6900$,112.4100$,113.9100$,53378774$
2023-06-30,삼성전자,72500₩,72700₩,71700₩,72200₩,11694765₩
2023-06-30,SK하이닉스,114600₩,115500₩,113200₩,115200₩,2674318₩
2023-06-30,NVIDIA,41.6675$,42.5373$,41.4886$,42.2894$,50114775$
2023-07-03,AMD,115.1600$,116.7300$,114.5100$,115.8200$,31859976$
2023-07-03,NVIDIA,42.5043$,42.8852$,42.1894$,42.4003$,19820919$
2023-07-03,SK하이닉스,115300₩,118900₩,115300₩,117600₩,3022009₩
2023-07-03,삼성전자,72700₩,73200₩,72600₩,73000₩,10722181₩
2023-07-04,삼성전자,73400₩,73600₩,72900₩,73000₩,10214350₩
2023-07-04,SK하이닉스,118200₩,118400₩,117200₩,117900₩,1988592₩
2023-07-05,NVIDIA,42.1224$,43.1641$,42.0724$,42.3043$,32361756$
2023-07-05,삼성전자,73000₩,73300₩,71900₩,72000₩,12310610₩
2023-07-05,SK하이닉스,118100₩,118200₩,116100₩,116700₩,2483034₩
2023-07-05,AMD,116.1000$,117.6620$,113.8550$,113.9500$,49501584$
2023-07-06,SK하이닉스,116000₩,116100₩,113100₩,113800₩,3465047₩
2023-07-06,삼성전자,71900₩,72400₩,71500₩,71600₩,14777667₩
2023-07-06,AMD,112.0700$,113.7900$,110.3100$,113.4800$,42411840$
2023-07-06,NVIDIA,41.8315$,42.1664$,41.3336$,42.0904$,30413879$
2023-07-07,SK하이닉스,112700₩,113000₩,111200₩,111800₩,2781723₩
2023-07-07,NVIDIA,42.3093$,43.2011$,42.1674$,42.4903$,35588147$
2023-07-07,삼성전자,71100₩,71400₩,69800₩,69900₩,17308876₩
2023-07-07,AMD,114.1600$,115.3300$,113.0400$,113.1700$,37211287$
2023-07-10,SK하이닉스,111800₩,112900₩,109700₩,110300₩,3163245₩
2023-07-10,삼성전자,70000₩,70400₩,69200₩,69500₩,11713926₩
2023-07-10,NVIDIA,42.6442$,42.7982$,41.6365$,42.1674$,35390811$
2023-07-10,AMD,113.0000$,113.6100$,109.8800$,113.5800$,49330204$
2023-07-11,AMD,111.6600$,113.2700$,109.5000$,111.3200$,59899536$
2023-07-11,SK하이닉스,111500₩,113400₩,111200₩,113400₩,2209391₩
2023-07-11,NVIDIA,42.4683$,42.7452$,42.0544$,42.3923$,29824406$
2023-07-11,삼성전자,70200₩,71500₩,70100₩,71500₩,12177392₩
2023-07-12,SK하이닉스,113200₩,115400₩,112800₩,115400₩,2228477₩
2023-07-12,NVIDIA,43.0201$,43.9219$,42.7645$,43.8889$,48127702$
2023-07-12,삼성전자,71200₩,72000₩,71100₩,71900₩,10375581₩
2023-07-12,AMD,112.8900$,115.3999$,112.3101$,114.5800$,57993090$
2023-07-13,삼성전자,72400₩,72600₩,71900₩,71900₩,14417279₩
2023-07-13,NVIDIA,44.5047$,46.1412$,44.4787$,45.9633$,47820369$
2023-07-13,SK하이닉스,115400₩,117000₩,113600₩,114100₩,3421492₩
2023-07-13,AMD,115.7600$,116.1600$,113.5750$,115.9200$,49206695$
2023-07-14,삼성전자,72500₩,73400₩,72400₩,73400₩,15882519₩
2023-07-14,AMD,116.1700$,122.1200$,115.2500$,115.9400$,91927197$
2023-07-14,NVIDIA,46.5689$,48.0736$,45.0465$,45.4554$,77207533$
2023-07-14,SK하이닉스,115500₩,120200₩,115300₩,118000₩,5817889₩
2023-07-17,삼성전자,73200₩,73500₩,72800₩,73300₩,10060049₩
2023-07-17,SK하이닉스,116900₩,118700₩,116000₩,117200₩,2427281₩
2023-07-17,NVIDIA,46.2752$,46.4821$,45.2489$,46.4471$,51048822$
2023-07-17,AMD,115.9500$,118.8399$,112.7300$,118.3200$,68593288$
2023-07-18,NVIDIA,46.6870$,47.8817$,45.7203$,47.4798$,57019042$
2023-07-18,삼성전자,73200₩,73500₩,72000₩,72000₩,11697900₩
2023-07-18,SK하이닉스,117500₩,119000₩,116700₩,117800₩,2299880₩
2023-07-18,AMD,117.5500$,118.4300$,115.1920$,117.9300$,57980077$
2023-07-19,AMD,121.3000$,121.6699$,115.5500$,116.4300$,70363051$
2023-07-19,삼성전자,72700₩,72800₩,71300₩,71700₩,10896412₩
2023-07-19,SK하이닉스,118700₩,119100₩,116700₩,117500₩,2580301₩
2023-07-19,NVIDIA,47.4498$,47.8037$,46.7280$,47.0629$,42750179$
2023-07-20,NVIDIA,46.4931$,47.0729$,45.0485$,45.5064$,53786451$
2023-07-20,SK하이닉스,116500₩,117500₩,115200₩,116900₩,1949776₩
2023-07-20,AMD,114.9600$,115.0500$,109.2400$,110.2500$,76340398$
2023-07-20,삼성전자,71100₩,71500₩,70800₩,71000₩,9732730₩
2023-07-21,NVIDIA,45.7743$,45.8523$,44.0868$,44.2958$,96376863$
2023-07-21,SK하이닉스,114700₩,115100₩,113200₩,115100₩,2745384₩
2023-07-21,AMD,110.9700$,112.3000$,109.5400$,110.9500$,76815378$
2023-07-21,삼성전자,70400₩,70400₩,69400₩,70300₩,16528926₩
2023-07-24,AMD,110.6170$,111.3100$,108.5500$,110.6100$,45637998$
2023-07-24,삼성전자,70100₩,70900₩,69900₩,70400₩,13418597₩
2023-07-24,SK하이닉스,114100₩,114900₩,112900₩,114000₩,2761991₩
2023-07-24,NVIDIA,44.7176$,45.0955$,44.0268$,44.5987$,38309974$
2023-07-25,NVIDIA,44.9276$,46.1687$,44.9096$,45.6653$,34808091$
2023-07-25,삼성전자,70000₩,70500₩,69800₩,70000₩,14314945₩
2023-07-25,SK하이닉스,114000₩,114200₩,112200₩,113400₩,2678385₩
2023-07-25,AMD,111.1400$,114.0500$,111.0000$,113.0000$,44916262$
2023-07-26,SK하이닉스,116000₩,116100₩,111300₩,113000₩,4995935₩
2023-07-26,삼성전자,69800₩,70600₩,68100₩,69800₩,30016220₩
2023-07-26,AMD,111.9100$,112.3600$,109.3000$,110.0900$,51721689$
2023-07-26,NVIDIA,46.0072$,46.0392$,44.6167$,45.4384$,36423726$
2023-07-27,SK하이닉스,115000₩,124000₩,114100₩,124000₩,9638980₩
2023-07-27,삼성전자,69900₩,71700₩,69300₩,71700₩,24261180₩
2023-07-27,AMD,111.7900$,115.0800$,110.5100$,111.1000$,70677972$
2023-07-27,NVIDIA,46.5051$,47.3808$,45.7363$,45.8863$,45597552$
2023-07-28,NVIDIA,46.6540$,47.0129$,46.3671$,46.7360$,33119424$
2023-07-28,AMD,113.3800$,114.8600$,112.4400$,112.9600$,55525965$
2023-07-28,SK하이닉스,126200₩,129000₩,122000₩,128000₩,8718746₩
2023-07-28,삼성전자,71800₩,72400₩,70100₩,70600₩,19420684₩
2023-07-31,AMD,114.1600$,114.6800$,112.3500$,114.4000$,54187286$
2023-07-31,NVIDIA,46.7400$,47.1159$,46.4921$,46.7150$,25105528$
2023-07-31,삼성전자,70900₩,71000₩,69800₩,69800₩,13035420₩
2023-07-31,SK하이닉스,128000₩,128500₩,122500₩,123400₩,4623350₩
2023-08-01,SK하이닉스,124000₩,126400₩,120700₩,125100₩,4656047₩
2023-08-01,NVIDIA,46.4456$,46.8860$,46.0132$,46.4931$,23927597$
2023-08-01,AMD,114.2600$,118.1900$,113.1600$,117.6000$,97284727$
2023-08-01,삼성전자,70100₩,71200₩,70000₩,71100₩,12299254₩
2023-08-02,SK하이닉스,123300₩,124800₩,118700₩,119500₩,3765478₩
2023-08-02,AMD,119.4900$,119.5000$,107.3800$,109.3500$,173372010$
2023-08-02,삼성전자,70700₩,71000₩,69800₩,69900₩,13835020₩
2023-08-02,NVIDIA,45.8173$,45.8263$,43.3740$,44.2558$,53014157$
