날짜,회사명,시가,최고가,최저가,종가,거래량
2023-11-16,SK하이닉스,133000₩,134400₩,131200₩,132300₩,2456351₩
2023-11-16,삼성전자,72500₩,73000₩,72300₩,72800₩,15860451₩
2023-11-16,AMD,117.2000$,120.7260$,116.4100$,119.8300$,49661870$
2023-11-16,NVIDIA,48.6684$,49.5139$,48.3195$,49.4693$,33975624$
2023-11-17,NVIDIA,49.5133$,49.7062$,48.9964$,49.2873$,32589691$
2023-11-17,삼성전자,72300₩,73000₩,72300₩,72500₩,11494644₩
2023-11-17,AMD,119.6400$,121.4900$,118.8200$,120.6200$,38538695$
2023-11-17,SK하이닉스,131500₩,132000₩,129100₩,129900₩,2438499₩
2023-11-20,삼성전자,72100₩,73000₩,72100₩,72700₩,10610157₩
2023-11-20,AMD,120.7000$,121.9300$,120.0700$,121.5300$,43173925$
2023-11-20,SK하이닉스,129300₩,132000₩,129300₩,131400₩,2004403₩
2023-11-20,NVIDIA,49.3013$,50.5370$,49.1703$,50.3981$,41614260$
2023-11-21,NVIDIA,50.1151$,50.5060$,49.2113$,49.9332$,56574687$
2023-11-21,삼성전자,73100₩,73400₩,72700₩,72800₩,9712881₩
2023-11-21,SK하이닉스,132000₩,133300₩,131600₩,132000₩,2439306₩
2023-11-21,AMD,120.5400$,120.6500$,117.9400$,119.1600$,41064750$
2023-11-22,AMD,120.0000$,124.7623$,119.9516$,122.5100$,56894486$
2023-11-22,삼성전자,72200₩,73000₩,71900₩,72800₩,11105143₩
2023-11-22,SK하이닉스,129600₩,131600₩,129500₩,131300₩,2128566₩
2023-11-22,NVIDIA,49.8412$,50.3240$,47.6797$,48.7054$,90064233$
2023-11-23,삼성전자,73000₩,73200₩,72200₩,72400₩,6775614₩
2023-11-23,SK하이닉스,130600₩,131400₩,129500₩,130100₩,1839516₩
2023-11-24,AMD,122.0300$,123.2500$,121.5400$,122.3100$,19001007$
2023-11-24,NVIDIA,48.4595$,48.9104$,47.7346$,47.7656$,29464464$
2023-11-24,SK하이닉스,130600₩,131000₩,128000₩,128000₩,1925668₩
2023-11-24,삼성전자,72400₩,72600₩,71700₩,71700₩,6676685₩
2023-11-27,NVIDIA,47.7896$,48.5195$,47.6417$,48.2315$,39566190$
2023-11-27,삼성전자,71500₩,72100₩,71100₩,71300₩,9113857₩
2023-11-27,AMD,122.0700$,123.8900$,121.7720$,122.6500$,32743006$
2023-11-27,SK하이닉스,129200₩,130700₩,128400₩,130700₩,2264243₩
2023-11-28,NVIDIA,48.2255$,48.3124$,47.4627$,47.8106$,40149085$
2023-11-28,AMD,121.9800$,122.5400$,120.7900$,122.0100$,32047063$
2023-11-28,삼성전자,71400₩,72700₩,71300₩,72700₩,13283081₩
2023-11-28,SK하이닉스,132100₩,132100₩,129900₩,131400₩,2562226₩
2023-11-29,SK하이닉스,130200₩,131000₩,128900₩,130400₩,2227853₩
2023-11-29,NVIDIA,48.3685$,48.7514$,47.8496$,48.1296$,38200465$
2023-11-29,AMD,123.9800$,125.7250$,123.4800$,123.8500$,37876317$
2023-11-29,삼성전자,72400₩,72800₩,72200₩,72700₩,9283933₩
2023-11-30,AMD,123.6100$,124.0500$,119.6500$,121.1600$,44494211$
2023-11-30,NVIDIA,48.0136$,48.0996$,46.4119$,46.7599$,52624663$
2023-11-30,삼성전자,72700₩,72800₩,72200₩,72800₩,15783714₩
2023-11-30,SK하이닉스,129900₩,133900₩,129900₩,133900₩,3625365₩
2023-12-01,삼성전자,72400₩,72500₩,71700₩,72000₩,9871284₩
2023-12-01,AMD,119.8800$,121.4001$,118.6450$,121.3900$,37048002$
2023-12-01,SK하이닉스,132200₩,133000₩,130800₩,132600₩,3641222₩
2023-12-01,NVIDIA,46.5149$,47.1898$,46.1770$,46.7549$,36931701$
2023-12-04,AMD,119.7500$,119.9000$,116.3700$,118.5700$,39854418$
2023-12-04,삼성전자,72800₩,72900₩,72400₩,72600₩,10229267₩
2023-12-04,NVIDIA,46.0670$,46.0670$,45.0002$,45.5001$,43754344$
2023-12-04,SK하이닉스,133400₩,134600₩,131100₩,131100₩,2680820₩
2023-12-05,NVIDIA,45.4601$,46.5940$,45.2652$,46.5600$,37171762$
2023-12-05,AMD,117.4300$,118.4900$,116.4500$,118.3800$,39191565$
2023-12-05,삼성전자,72300₩,72400₩,71200₩,71200₩,12129682₩
2023-12-05,SK하이닉스,129700₩,130000₩,125400₩,125900₩,4375531₩
2023-12-06,AMD,120.6900$,122.8313$,116.3800$,116.8200$,60599029$
2023-12-06,삼성전자,71800₩,72100₩,71600₩,71700₩,8123087₩
2023-12-06,NVIDIA,47.2084$,47.3809$,45.4061$,45.4971$,38058955$
2023-12-06,SK하이닉스,126800₩,127500₩,125400₩,125600₩,2667583₩
2023-12-07,AMD,120.7850$,128.6800$,119.5600$,128.3700$,118579097$
2023-12-07,SK하이닉스,125600₩,127800₩,124500₩,125600₩,2478565₩
2023-12-07,삼성전자,71800₩,71900₩,71100₩,71500₩,8862017₩
2023-12-07,NVIDIA,45.6941$,46.6230$,45.5981$,46.5900$,35082255$
2023-12-08,SK하이닉스,128100₩,129100₩,127500₩,127500₩,2762531₩
2023-12-08,NVIDIA,46.5890$,47.7347$,46.5440$,47.4999$,35922370$
2023-12-08,AMD,129.5400$,131.0000$,126.8900$,128.9200$,89341014$
2023-12-08,삼성전자,72100₩,72800₩,71900₩,72600₩,10859463₩
2023-12-11,AMD,130.5600$,135.0400$,128.2500$,134.4100$,98668281$
2023-12-11,삼성전자,72800₩,73000₩,72200₩,73000₩,9861960₩
2023-12-11,SK하이닉스,128700₩,129100₩,127300₩,128900₩,3696790₩
2023-12-11,NVIDIA,47.4849$,47.5249$,45.8241$,46.6210$,50972809$
2023-12-12,SK하이닉스,130600₩,131900₩,130500₩,131000₩,3126577₩
2023-12-12,NVIDIA,46.0401$,47.6599$,46.0401$,47.6509$,37238686$
2023-12-12,삼성전자,73300₩,73500₩,73100₩,73500₩,13758646₩
2023-12-12,AMD,132.2500$,139.8900$,131.9000$,137.6100$,111677821$
2023-12-13,NVIDIA,47.6229$,48.5877$,47.6019$,48.0818$,44779186$
2023-12-13,삼성전자,73300₩,73500₩,72800₩,72800₩,13116766₩
2023-12-13,SK하이닉스,130000₩,132400₩,130000₩,131200₩,2852873₩
2023-12-13,AMD,137.9700$,139.2400$,136.0303$,138.1900$,70651603$
2023-12-14,NVIDIA,48.3838$,48.6637$,47.4159$,48.3438$,39123174$
2023-12-14,삼성전자,74100₩,74300₩,72500₩,73100₩,27567592₩
2023-12-14,AMD,138.8900$,141.8200$,135.7250$,138.0000$,76115174$
2023-12-14,SK하이닉스,133700₩,138300₩,133600₩,136700₩,8217135₩
2023-12-15,NVIDIA,48.1878$,49.3976$,48.1138$,48.8837$,47994758$
2023-12-15,SK하이닉스,137000₩,140000₩,137000₩,140000₩,5011719₩
2023-12-15,삼성전자,73800₩,74000₩,73200₩,73300₩,15419815₩
2023-12-15,AMD,139.5200$,140.8900$,137.2500$,139.1500$,70211795$
2023-12-18,NVIDIA,49.3936$,50.4265$,49.1437$,50.0705$,41258717$
2023-12-18,삼성전자,73300₩,73400₩,72800₩,72900₩,9690551₩
2023-12-18,SK하이닉스,139000₩,140800₩,138900₩,140000₩,2540812₩
2023-12-18,AMD,139.1500$,139.7900$,137.6500$,138.9000$,45199453$
2023-12-19,AMD,138.5700$,143.4700$,138.5550$,140.1500$,63739781$
2023-12-19,SK하이닉스,140000₩,140800₩,138100₩,138200₩,2309721₩
2023-12-19,삼성전자,73000₩,73400₩,72800₩,73400₩,8907632₩
2023-12-19,NVIDIA,49.4176$,49.6936$,48.8887$,49.5976$,46444446$
2023-12-20,NVIDIA,49.6486$,49.9926$,48.0918$,48.1048$,39789439$
2023-12-20,AMD,139.0000$,139.5800$,135.3700$,135.4700$,54671715$
2023-12-20,삼성전자,74200₩,74900₩,73800₩,74800₩,16870156₩
2023-12-20,SK하이닉스,139900₩,140800₩,139300₩,140500₩,3108011₩
2023-12-21,AMD,138.1400$,139.9800$,137.3800$,139.9100$,47179362$
2023-12-21,SK하이닉스,139200₩,140600₩,138100₩,140500₩,2737124₩
2023-12-21,삼성전자,74600₩,75000₩,74300₩,75000₩,13478766₩
2023-12-21,NVIDIA,48.8047$,49.0887$,48.4128$,48.9837$,30042535$
2023-12-22,SK하이닉스,142700₩,143700₩,140600₩,140600₩,3183709₩
2023-12-22,NVIDIA,49.1887$,49.3766$,48.4607$,48.8237$,25250676$
2023-12-22,AMD,140.4800$,140.7000$,138.3100$,139.6000$,35396582$
2023-12-22,삼성전자,75800₩,76300₩,75400₩,75900₩,14515608₩
2023-12-26,NVIDIA,48.9617$,49.5936$,48.9537$,49.2726$,24419952$
2023-12-26,AMD,140.0700$,143.8500$,139.9200$,143.4100$,47157430$
2023-12-26,SK하이닉스,142000₩,142000₩,139400₩,140900₩,2239789₩
2023-12-26,삼성전자,76100₩,76700₩,75700₩,76600₩,13164909₩
2023-12-27,NVIDIA,49.5046$,49.6736$,49.0787$,49.4106$,23364798$
2023-12-27,AMD,144.7200$,146.2500$,143.1800$,146.0700$,49033420$
2023-12-27,SK하이닉스,140800₩,141600₩,139200₩,140400₩,2336777₩
2023-12-27,삼성전자,76700₩,78000₩,76500₩,78000₩,20651042₩
2023-12-28,SK하이닉스,140900₩,141600₩,139500₩,141500₩,2459473₩
2023-12-28,NVIDIA,49.6366$,49.8776$,49.4056$,49.5156$,24658748$
2023-12-28,삼성전자,77700₩,78500₩,77500₩,78500₩,17797536₩
2023-12-28,AMD,146.8000$,150.4100$,145.9506$,148.7600$,63800680$
2023-12-29,NVIDIA,49.8066$,49.9906$,48.7447$,49.5156$,38929330$
2023-12-29,AMD,149.5000$,151.0500$,147.2000$,147.4100$,62079185$
2024-01-02,삼성전자,78200₩,79800₩,78200₩,79600₩,17142848₩
2024-01-02,AMD,144.2800$,144.4000$,137.4300$,138.5800$,64902029$
2024-01-02,SK하이닉스,139700₩,142800₩,139700₩,142400₩,2147458₩
2024-01-02,NVIDIA,49.2376$,49.2886$,47.5889$,48.1618$,41125422$
2024-01-03,삼성전자,78500₩,78800₩,77000₩,77000₩,21753644₩
2024-01-03,NVIDIA,47.4789$,48.1779$,47.3139$,47.5629$,32089617$
2024-01-03,SK하이닉스,140000₩,140800₩,136800₩,136800₩,3257820₩
2024-01-03,AMD,135.7100$,137.4300$,133.7413$,135.3200$,61988583$
2024-01-04,NVIDIA,47.7608$,48.4937$,47.5019$,47.9918$,30653489$
2024-01-04,AMD,134.3000$,137.7000$,134.0000$,136.0100$,58610286$
2024-01-04,삼성전자,76100₩,77300₩,76100₩,76600₩,15324439₩
2024-01-04,SK하이닉스,136800₩,138800₩,135800₩,136400₩,2661970₩
2024-01-05,AMD,136.7800$,141.0100$,136.4377$,138.5800$,69657676$
2024-01-05,삼성전자,76700₩,77100₩,76400₩,76600₩,11304316₩
2024-01-05,NVIDIA,48.4557$,49.5406$,48.2998$,49.0907$,41503927$
2024-01-05,SK하이닉스,135800₩,137500₩,135800₩,137500₩,1846781₩
2024-01-08,삼성전자,77000₩,77500₩,76400₩,76500₩,11088724₩
2024-01-08,AMD,140.3600$,147.1500$,140.1500$,146.1800$,71756913$
2024-01-08,NVIDIA,49.5056$,52.2683$,49.4726$,52.2463$,64250990$
2024-01-08,SK하이닉스,137500₩,137900₩,135400₩,136000₩,2498302₩
2024-01-09,삼성전자,77400₩,77700₩,74300₩,74700₩,26019248₩
2024-01-09,SK하이닉스,139000₩,139500₩,136600₩,137400₩,3473806₩
2024-01-09,AMD,145.9500$,149.8600$,145.0800$,149.2600$,67875666$
2024-01-09,NVIDIA,52.3942$,54.3180$,51.6833$,53.1331$,77310006$
2024-01-10,SK하이닉스,137700₩,138100₩,132100₩,133500₩,3769252₩
2024-01-10,AMD,150.0700$,150.8800$,146.6500$,148.5400$,56951243$
2024-01-10,NVIDIA,53.6091$,54.5930$,53.4821$,54.3430$,53379576$
2024-01-10,삼성전자,75000₩,75200₩,73200₩,73600₩,20259528₩
2024-01-11,AMD,148.5200$,150.3800$,143.6900$,148.0200$,62764597$
2024-01-11,SK하이닉스,132400₩,137100₩,132400₩,136000₩,3594909₩
2024-01-11,NVIDIA,54.9919$,55.3389$,53.5531$,54.8149$,59675877$
2024-01-11,삼성전자,72900₩,73600₩,72700₩,73200₩,57691264₩
2024-01-12,AMD,148.0400$,148.7500$,145.0000$,146.5600$,48293089$
2024-01-12,SK하이닉스,136400₩,137300₩,133400₩,134100₩,1878915₩
2024-01-12,NVIDIA,54.6130$,54.9629$,54.3231$,54.7029$,35299360$
2024-01-12,삼성전자,73000₩,74100₩,72800₩,73100₩,13038939₩
2024-01-15,삼성전자,73200₩,74000₩,73200₩,73900₩,13212339₩
2024-01-15,SK하이닉스,134800₩,135100₩,133300₩,134100₩,1858867₩
2024-01-16,NVIDIA,55.0109$,56.8277$,54.8929$,56.3747$,44957973$
2024-01-16,SK하이닉스,132600₩,133700₩,131100₩,132100₩,3670169₩
2024-01-16,AMD,150.3600$,159.7150$,149.9800$,158.7400$,112711434$
2024-01-16,삼성전자,73500₩,73700₩,72500₩,72600₩,14760415₩
2024-01-17,삼성전자,73100₩,73300₩,71000₩,71000₩,22683660₩
2024-01-17,NVIDIA,56.3397$,56.4634$,54.7329$,56.0458$,47439444$
2024-01-17,SK하이닉스,133800₩,134500₩,129000₩,131000₩,3822702₩
2024-01-17,AMD,158.4500$,160.6400$,154.4000$,160.1700$,104084985$
2024-01-18,AMD,166.2000$,168.6000$,158.2200$,162.6700$,131864888$
2024-01-18,NVIDIA,57.2526$,57.5926$,56.0998$,57.0996$,49165036$
2024-01-18,삼성전자,71600₩,72000₩,70700₩,71700₩,17853396₩
2024-01-18,SK하이닉스,131500₩,136800₩,130600₩,136200₩,3050556₩
2024-01-19,NVIDIA,57.9815$,59.4923$,57.2176$,59.4833$,54350148$
2024-01-19,AMD,165.8000$,174.2500$,162.2000$,174.2300$,140367915$
2024-01-19,SK하이닉스,138700₩,141300₩,137400₩,141300₩,4946040₩
2024-01-19,삼성전자,73500₩,74700₩,73000₩,74700₩,23363428₩
2024-01-22,SK하이닉스,145200₩,145400₩,142300₩,142600₩,3784276₩
2024-01-22,AMD,174.3900$,174.7200$,164.1500$,168.1800$,122973822$
2024-01-22,삼성전자,75900₩,76000₩,75000₩,75100₩,19673376₩
2024-01-22,NVIDIA,60.0413$,60.3232$,59.0624$,59.6463$,45295463$
2024-01-23,AMD,166.5000$,169.6299$,164.2700$,168.4200$,76830455$
2024-01-23,NVIDIA,59.5623$,59.9023$,58.5774$,59.8653$,29465445$
2024-01-23,삼성전자,75700₩,75800₩,74300₩,75200₩,14786224₩
2024-01-23,SK하이닉스,142300₩,142800₩,138300₩,140800₩,2912611₩
2024-01-24,AMD,172.5500$,180.5800$,170.5600$,178.2900$,125516387$
2024-01-24,SK하이닉스,140000₩,141700₩,137600₩,141500₩,2580665₩
2024-01-24,NVIDIA,60.2962$,62.8409$,59.9303$,61.3541$,56027076$
2024-01-24,삼성전자,75200₩,75200₩,73500₩,74000₩,12860661₩
2024-01-25,SK하이닉스,142700₩,143700₩,136900₩,137400₩,4708651₩
2024-01-25,AMD,183.4100$,184.9200$,177.6300$,180.3300$,127171448$
2024-01-25,삼성전자,74200₩,74800₩,73700₩,74100₩,11737747₩
2024-01-25,NVIDIA,62.3420$,62.7109$,60.8422$,61.6091$,48277684$
2024-01-26,SK하이닉스,136200₩,138600₩,136000₩,136000₩,3247410₩
2024-01-26,NVIDIA,60.9521$,61.7750$,60.5652$,61.0231$,39030859$
2024-01-26,AMD,175.2900$,181.2300$,174.1500$,177.2500$,107381172$
2024-01-26,삼성전자,73700₩,74500₩,73300₩,73400₩,11160062₩
2024-01-29,NVIDIA,61.2241$,62.4809$,60.8991$,62.4569$,34873298$
2024-01-29,AMD,178.7700$,178.8850$,174.4000$,177.8300$,89384452$
2024-01-29,삼성전자,73800₩,75200₩,73500₩,74400₩,13976521₩
2024-01-29,SK하이닉스,135500₩,137000₩,135000₩,135000₩,2311854₩
2024-01-30,NVIDIA,62.8919$,63.4848$,62.2520$,62.7659$,41073530$
2024-01-30,AMD,176.1300$,178.4800$,169.5200$,172.0600$,122265677$
2024-01-30,SK하이닉스,135300₩,137800₩,134400₩,136900₩,2297631₩
2024-01-30,삼성전자,75000₩,75300₩,73700₩,74300₩,12244418₩
2024-01-31,삼성전자,73400₩,74000₩,72500₩,72700₩,15703560₩
2024-01-31,AMD,165.7400$,171.3000$,162.5602$,167.6900$,133157264$
2024-01-31,SK하이닉스,134800₩,136600₩,133600₩,134700₩,2815362₩
2024-01-31,NVIDIA,61.4321$,62.2610$,60.6922$,61.5191$,45379487$
2024-02-01,AMD,169.2700$,171.1400$,165.8600$,170.4800$,91576685$
2024-02-01,삼성전자,73000₩,74200₩,72900₩,73600₩,19881032₩
2024-02-01,SK하이닉스,133100₩,135600₩,131700₩,132700₩,3778274₩
2024-02-01,NVIDIA,62.0920$,63.1828$,61.6420$,63.0189$,36914579$
2024-02-02,삼성전자,74000₩,75200₩,73700₩,75200₩,14955881₩
2024-02-02,SK하이닉스,132300₩,135300₩,132200₩,134900₩,3708253₩
2024-02-02,NVIDIA,63.9657$,66.5914$,63.6818$,66.1515$,47657765$
2024-02-02,AMD,173.7900$,179.0000$,173.0500$,177.6600$,82134266$
2024-02-05,NVIDIA,68.2162$,69.4880$,67.1963$,69.3231$,68007801$
2024-02-05,AMD,179.0900$,180.0100$,171.1100$,174.2300$,76349244$
2024-02-05,SK하이닉스,134900₩,135800₩,131700₩,132300₩,3300954₩
2024-02-05,삼성전자,74200₩,74800₩,73500₩,74300₩,19026020₩
2024-02-06,NVIDIA,69.6210$,69.7450$,66.2914$,68.2142$,68311136$
2024-02-06,삼성전자,74300₩,74700₩,73300₩,74400₩,14559254₩
2024-02-06,AMD,173.1500$,173.8800$,165.5000$,167.8800$,68854127$
2024-02-06,SK하이닉스,133700₩,138400₩,132000₩,138000₩,4672324₩
2024-02-07,삼성전자,74600₩,75500₩,74300₩,75000₩,16566445₩
2024-02-07,AMD,169.4700$,172.9700$,168.2000$,170.9400$,53665418$
2024-02-07,NVIDIA,68.3102$,70.2109$,67.5913$,70.0900$,49557455$
2024-02-07,SK하이닉스,136600₩,138500₩,135500₩,138000₩,3348045₩
2024-02-08,SK하이닉스,139000₩,143000₩,137900₩,142800₩,5780714₩
2024-02-08,AMD,170.3300$,172.1700$,168.6000$,169.3500$,43385275$
2024-02-08,NVIDIA,70.0650$,70.7849$,69.4460$,69.6320$,41442211$
2024-02-08,삼성전자,75000₩,75200₩,73600₩,74100₩,20810708₩
2024-02-09,NVIDIA,70.5239$,72.1757$,70.2029$,72.1237$,43663689$
2024-02-09,AMD,171.0000$,175.1000$,168.6601$,172.4800$,56375713$
2024-02-12,AMD,172.6800$,177.4050$,170.6700$,171.9100$,58177053$
2024-02-12,NVIDIA,72.5906$,74.6014$,71.2408$,72.2387$,61371018$
2024-02-13,삼성전자,74800₩,75200₩,74400₩,75200₩,21966744₩
2024-02-13,AMD,167.9400$,173.1700$,164.3000$,171.5400$,63071311$
2024-02-13,NVIDIA,70.3909$,73.4405$,69.6110$,72.1187$,60258015$
2024-02-13,SK하이닉스,146800₩,150000₩,145000₩,150000₩,6902585₩
2024-02-14,AMD,173.4700$,178.7400$,172.8800$,178.7000$,57402522$
2024-02-14,NVIDIA,73.1926$,74.2264$,71.9287$,73.8905$,50491742$
2024-02-14,SK하이닉스,146300₩,149200₩,144900₩,148700₩,4396924₩
2024-02-14,삼성전자,73700₩,74300₩,73700₩,74000₩,12434945₩
2024-02-15,AMD,179.1400$,180.5000$,175.2600$,176.7600$,51126437$
2024-02-15,SK하이닉스,151300₩,152700₩,148000₩,148700₩,3560211₩
2024-02-15,NVIDIA,73.8595$,73.9655$,72.3907$,72.6486$,42012181$
2024-02-15,삼성전자,74200₩,74400₩,73000₩,73000₩,14120600₩
2024-02-16,AMD,177.4500$,180.3301$,173.2500$,173.8700$,53940342$
2024-02-16,삼성전자,73300₩,73400₩,72500₩,72800₩,13444781₩
2024-02-16,SK하이닉스,150600₩,150600₩,145700₩,146800₩,3265836₩
2024-02-16,NVIDIA,74.0904$,74.3924$,72.4916$,72.6036$,49532662$
2024-02-19,SK하이닉스,146200₩,153200₩,146000₩,151300₩,3997323₩
2024-02-19,삼성전자,72800₩,73900₩,72800₩,73800₩,12726404₩
2024-02-20,SK하이닉스,150300₩,151100₩,147500₩,149600₩,3507601₩
2024-02-20,삼성전자,73700₩,73700₩,72800₩,73300₩,14681477₩
2024-02-20,NVIDIA,71.9377$,71.9467$,67.7253$,69.4430$,70483310$
2024-02-20,AMD,171.1400$,171.8100$,162.0000$,165.6900$,66549992$
2024-02-21,삼성전자,73400₩,73700₩,72900₩,73000₩,11503495₩
2024-02-21,AMD,162.7400$,164.9000$,161.8100$,164.2900$,48774556$
2024-02-21,SK하이닉스,147100₩,152200₩,147100₩,149000₩,4278500₩
2024-02-21,NVIDIA,67.9972$,68.8791$,66.2395$,67.4633$,69029813$
2024-02-22,SK하이닉스,154500₩,156500₩,152600₩,156500₩,5966352₩
2024-02-22,AMD,173.2000$,183.8300$,172.0000$,181.8600$,100684733$
2024-02-22,삼성전자,73800₩,73900₩,72700₩,73100₩,15208934₩
2024-02-22,NVIDIA,75.0153$,78.5649$,74.2104$,78.5279$,86509974$
2024-02-23,NVIDIA,80.7796$,82.3834$,77.5600$,78.8068$,82938837$
2024-02-23,SK하이닉스,166900₩,166900₩,159800₩,161400₩,7012032₩
2024-02-23,삼성전자,73600₩,74200₩,72900₩,72900₩,16225166₩
2024-02-23,AMD,181.8600$,183.8000$,174.5500$,176.5200$,69207367$
2024-02-26,AMD,178.7800$,179.8400$,174.8100$,176.0100$,45435093$
2024-02-26,SK하이닉스,158400₩,164800₩,158400₩,161800₩,4329477₩
2024-02-26,NVIDIA,79.6897$,80.6356$,78.4949$,79.0818$,50397273$
2024-02-26,삼성전자,72300₩,73200₩,72200₩,72800₩,14669352₩
2024-02-27,삼성전자,73100₩,73400₩,72700₩,72900₩,13201981₩
2024-02-27,SK하이닉스,159000₩,160000₩,153300₩,153800₩,6107954₩
2024-02-27,AMD,175.9200$,178.4600$,172.4900$,178.0000$,43665241$
2024-02-27,NVIDIA,79.3708$,79.4697$,77.1520$,78.6908$,39170524$
2024-02-28,AMD,176.2500$,176.8400$,173.5900$,176.5400$,35914414$
2024-02-28,NVIDIA,77.6100$,78.9228$,77.1151$,77.6530$,39311040$
2024-02-28,SK하이닉스,154500₩,159200₩,153800₩,158000₩,3666960₩
2024-02-28,삼성전자,72900₩,73900₩,72800₩,73200₩,11795859₩
2024-02-29,NVIDIA,79.0838$,79.9797$,78.3399$,79.1018$,50728898$
2024-02-29,AMD,179.8200$,193.0000$,179.8200$,192.5300$,105538483$
2024-02-29,SK하이닉스,154900₩,158400₩,154500₩,156200₩,3386307₩
2024-02-29,삼성전자,72600₩,73400₩,72000₩,73400₩,21176404₩
2024-03-01,AMD,197.9100$,202.7200$,195.4200$,202.6400$,103820773$
2024-03-01,NVIDIA,79.9897$,82.2894$,79.4248$,82.2684$,47913510$
