날짜,회사명,시가,최고가,최저가,종가,거래량
2024-03-04,AMD,205.1600$,211.0100$,203.5000$,205.3600$,86835338$
2024-03-04,NVIDIA,84.1191$,87.6837$,83.7082$,85.2260$,61561645$
2024-03-04,SK하이닉스,161000₩,168100₩,160700₩,166500₩,5230909₩
2024-03-04,삼성전자,74300₩,75000₩,74000₩,74900₩,23210474₩
2024-03-05,AMD,200.5000$,205.3300$,199.1500$,205.1300$,65407112$
2024-03-05,SK하이닉스,165100₩,169000₩,164100₩,165800₩,3612530₩
2024-03-05,NVIDIA,85.2630$,86.0899$,83.4102$,85.9570$,52063930$
2024-03-05,삼성전자,74600₩,74800₩,73700₩,73700₩,19505124₩
2024-03-06,SK하이닉스,164100₩,165500₩,162700₩,162900₩,2672526₩
2024-03-06,삼성전자,73200₩,73500₩,72700₩,72900₩,21547904₩
2024-03-06,NVIDIA,88.0148$,89.7166$,87.0229$,88.6927$,58252030$
2024-03-06,AMD,210.4300$,214.8109$,207.3200$,210.6300$,86686987$
2024-03-07,AMD,212.5200$,213.8300$,208.2200$,211.3800$,63869038$
2024-03-07,NVIDIA,90.1506$,92.7594$,89.5947$,92.6614$,60811916$
2024-03-07,SK하이닉스,164500₩,165900₩,161000₩,164900₩,3052700₩
2024-03-07,삼성전자,73100₩,73300₩,72200₩,72200₩,14516963₩
2024-03-08,AMD,213.4100$,227.3000$,205.6000$,207.3900$,120815222$
2024-03-08,SK하이닉스,169800₩,174900₩,169300₩,171900₩,5089650₩
2024-03-08,NVIDIA,95.1301$,97.3920$,86.4989$,87.5208$,114226906$
2024-03-08,삼성전자,72800₩,73400₩,72600₩,73300₩,19271348₩
2024-03-11,NVIDIA,86.4219$,88.7897$,84.1591$,85.7670$,67836412$
2024-03-11,SK하이닉스,165000₩,168900₩,164700₩,166600₩,3450905₩
2024-03-11,AMD,203.0100$,203.5500$,196.7010$,198.3900$,73098616$
2024-03-11,삼성전자,72900₩,73100₩,72300₩,72400₩,9740504₩
2024-03-12,NVIDIA,88.0418$,91.9525$,86.1430$,91.9055$,66807515$
2024-03-12,AMD,200.5200$,202.8499$,194.2700$,202.7600$,68951657$
2024-03-12,SK하이닉스,166100₩,167200₩,164000₩,165700₩,3102706₩
2024-03-12,삼성전자,72600₩,73500₩,72100₩,73300₩,13011654₩
2024-03-13,SK하이닉스,168600₩,169700₩,162000₩,163600₩,5072935₩
2024-03-13,NVIDIA,91.0475$,91.4965$,88.4277$,90.8805$,63571289$
2024-03-13,AMD,198.7300$,198.8300$,192.7001$,194.7900$,70526879$
2024-03-13,삼성전자,73700₩,74100₩,73500₩,74100₩,15243134₩
2024-03-14,삼성전자,74400₩,74500₩,73600₩,74300₩,22545540₩
2024-03-14,SK하이닉스,163600₩,164200₩,161100₩,161900₩,3655060₩
2024-03-14,AMD,192.9200$,196.9300$,184.0300$,187.0600$,84490526$
2024-03-14,NVIDIA,89.5697$,90.6386$,86.5929$,87.9368$,60231816$
2024-03-15,NVIDIA,86.9229$,89.5387$,86.2499$,87.8293$,64208616$
2024-03-15,SK하이닉스,159600₩,162900₩,158600₩,161200₩,4099531₩
2024-03-15,삼성전자,73400₩,73700₩,72300₩,72300₩,22580556₩
2024-03-15,AMD,184.8300$,193.7999$,184.4800$,191.0600$,95289509$
2024-03-18,SK하이닉스,161200₩,164500₩,161000₩,164300₩,2696598₩
2024-03-18,NVIDIA,90.3806$,92.3974$,87.0779$,88.4477$,66897593$
2024-03-18,삼성전자,72600₩,73000₩,72500₩,72800₩,11520348₩
2024-03-18,AMD,193.2850$,193.5000$,188.0500$,190.6500$,59306865$
2024-03-19,SK하이닉스,161700₩,161800₩,157600₩,160200₩,4159293₩
2024-03-19,삼성전자,72300₩,73000₩,71700₩,72800₩,15376066₩
2024-03-19,NVIDIA,86.6929$,90.5366$,85.0030$,89.3907$,67217127$
2024-03-19,AMD,183.1600$,185.6127$,177.3602$,181.4200$,83509459$
2024-03-20,AMD,182.0300$,182.6800$,174.0000$,179.7300$,81773114$
2024-03-20,SK하이닉스,160200₩,161400₩,154100₩,156500₩,5692523₩
2024-03-20,NVIDIA,89.7896$,90.4026$,88.2158$,90.3646$,47906279$
2024-03-20,삼성전자,73700₩,77200₩,73400₩,76900₩,50106296₩
2024-03-21,SK하이닉스,165200₩,171400₩,162600₩,170000₩,9205769₩
2024-03-21,삼성전자,79200₩,79300₩,77700₩,79300₩,44569800₩
2024-03-21,AMD,185.9700$,187.6900$,177.6600$,178.6800$,75265596$
2024-03-21,NVIDIA,92.2924$,92.6404$,90.3976$,91.4275$,48037231$
2024-03-22,삼성전자,79600₩,79900₩,77800₩,78900₩,26724760₩
2024-03-22,SK하이닉스,169000₩,173900₩,167400₩,169800₩,5400916₩
2024-03-22,NVIDIA,91.1335$,94.7702$,90.8266$,94.2813$,58671936$
2024-03-22,AMD,177.2100$,180.7600$,175.0500$,179.6500$,57899071$
2024-03-25,SK하이닉스,170500₩,174800₩,168500₩,169400₩,3434516₩
2024-03-25,AMD,172.9000$,182.8000$,172.0000$,178.6300$,71935313$
2024-03-25,NVIDIA,93.9333$,96.7581$,93.5023$,94.9942$,55213608$
2024-03-25,삼성전자,79600₩,79800₩,77800₩,78200₩,18703996₩
2024-03-26,삼성전자,79700₩,80100₩,79200₩,79900₩,30551494₩
2024-03-26,AMD,179.5400$,182.5983$,176.3300$,177.8700$,65322445$
2024-03-26,NVIDIA,95.8431$,96.3671$,92.4944$,92.5534$,51364758$
2024-03-26,SK하이닉스,172000₩,179500₩,171900₩,176600₩,6549669₩
2024-03-27,삼성전자,79200₩,80000₩,79200₩,79800₩,17424596₩
2024-03-27,NVIDIA,93.1044$,93.2324$,89.1157$,90.2426$,58606723$
2024-03-27,AMD,179.9600$,181.2300$,175.4000$,179.5900$,55685645$
2024-03-27,SK하이닉스,176700₩,183000₩,175600₩,181200₩,5774536₩
2024-03-28,SK하이닉스,178000₩,182100₩,178000₩,178200₩,3424716₩
2024-03-28,AMD,179.4700$,183.4000$,178.3000$,180.4900$,57628614$
2024-03-28,삼성전자,79400₩,81000₩,79200₩,80800₩,25084812₩
2024-03-28,NVIDIA,89.9926$,91.2925$,89.1857$,90.3486$,43521227$
2024-03-29,SK하이닉스,179200₩,183900₩,177600₩,183000₩,3035080₩
2024-03-29,삼성전자,81200₩,82500₩,80900₩,82400₩,27126366₩
2024-04-01,NVIDIA,90.2916$,92.2174$,89.1967$,90.3556$,45244149$
2024-04-01,삼성전자,83200₩,83300₩,82000₩,82000₩,20116512₩
2024-04-01,SK하이닉스,186400₩,190500₩,185000₩,185500₩,2723474₩
2024-04-01,AMD,180.1000$,187.2400$,179.9000$,183.3400$,74299905$
2024-04-02,삼성전자,82900₩,85000₩,82900₩,85000₩,37077944₩
2024-04-02,AMD,179.4700$,180.1000$,174.8300$,178.7000$,61598817$
2024-04-02,SK하이닉스,188000₩,190000₩,184400₩,186300₩,4207759₩
2024-04-02,NVIDIA,88.4407$,90.0866$,87.6128$,89.4447$,43306355$
2024-04-03,AMD,177.5400$,182.0500$,176.7000$,180.7700$,49835064$
2024-04-03,삼성전자,84300₩,85000₩,83500₩,84100₩,30493348₩
2024-04-03,NVIDIA,88.4767$,90.3666$,88.3928$,88.9567$,37006655$
2024-04-03,SK하이닉스,182000₩,183700₩,178200₩,179200₩,5416518₩
2024-04-04,AMD,182.9200$,183.0200$,165.6500$,165.8300$,88279957$
2024-04-04,삼성전자,85200₩,85500₩,84300₩,85300₩,25248934₩
2024-04-04,NVIDIA,90.3986$,90.6266$,85.8730$,85.8980$,43496492$
2024-04-04,SK하이닉스,184400₩,188500₩,184000₩,188000₩,5344102₩
2024-04-05,SK하이닉스,184800₩,187600₩,181800₩,182800₩,4043133₩
2024-04-05,NVIDIA,86.8589$,88.4737$,85.9190$,88.0008$,39967846$
2024-04-05,AMD,168.1000$,172.6900$,165.5800$,170.4200$,66080261$
2024-04-05,삼성전자,84500₩,85000₩,83800₩,84500₩,18883752₩
2024-04-08,AMD,168.2000$,171.6599$,166.8200$,169.9000$,43997546$
2024-04-08,SK하이닉스,183900₩,183900₩,180000₩,181200₩,3278855₩
2024-04-08,삼성전자,85200₩,86000₩,84500₩,84500₩,18953232₩
2024-04-08,NVIDIA,88.6927$,88.8227$,86.7249$,87.1259$,28322000$
2024-04-09,SK하이닉스,182300₩,185300₩,181700₩,182900₩,2302751₩
2024-04-09,삼성전자,84500₩,84900₩,83100₩,83600₩,23725956₩
2024-04-09,NVIDIA,87.4348$,87.6278$,83.0152$,85.3470$,50354735$
2024-04-09,AMD,170.2100$,171.6000$,167.2900$,170.7800$,42927985$
2024-04-10,NVIDIA,83.9191$,87.3928$,83.7021$,87.0319$,43192853$
2024-04-10,AMD,166.7100$,169.7752$,164.0000$,167.1400$,59599958$
2024-04-11,삼성전자,83200₩,84700₩,82500₩,84100₩,25538008₩
2024-04-11,NVIDIA,87.4128$,90.7315$,86.9189$,90.6086$,43163727$
2024-04-11,SK하이닉스,182900₩,188400₩,182400₩,188400₩,4098231₩
2024-04-11,AMD,167.5450$,170.9499$,166.5492$,170.5000$,48994531$
2024-04-12,AMD,164.5300$,165.7000$,161.8250$,163.2800$,63519643$
2024-04-12,SK하이닉스,188700₩,191400₩,187000₩,187400₩,3097301₩
2024-04-12,삼성전자,84700₩,84900₩,83200₩,83700₩,17061770₩
2024-04-12,NVIDIA,89.6916$,90.1676$,87.5228$,88.1788$,42680479$
2024-04-15,삼성전자,82900₩,83200₩,81200₩,82200₩,26663772₩
2024-04-15,AMD,164.4300$,164.4400$,158.7600$,160.3200$,61461150$
2024-04-15,NVIDIA,89.0907$,90.6056$,85.9220$,85.9939$,44307695$
2024-04-15,SK하이닉스,185400₩,188400₩,183000₩,188200₩,2672047₩
2024-04-16,NVIDIA,86.4254$,88.1108$,86.0568$,87.4078$,37045302$
2024-04-16,AMD,162.2800$,164.8799$,161.6700$,163.4600$,55302100$
2024-04-16,SK하이닉스,184400₩,185500₩,178300₩,179100₩,4956035₩
2024-04-16,삼성전자,81200₩,81300₩,79400₩,80000₩,31949844₩
2024-04-17,NVIDIA,88.3328$,88.7677$,83.9431$,84.0281$,49539951$
2024-04-17,AMD,163.9700$,164.4500$,153.8800$,154.0200$,75908969$
2024-04-17,SK하이닉스,179600₩,182500₩,177700₩,178700₩,4340591₩
2024-04-17,삼성전자,80700₩,80800₩,78900₩,78900₩,22611632₩
2024-04-18,삼성전자,78800₩,80100₩,78300₩,79600₩,21370190₩
2024-04-18,SK하이닉스,176000₩,183300₩,175400₩,182300₩,4170243₩
2024-04-18,NVIDIA,84.9630$,86.1829$,82.3952$,84.6641$,44726034$
2024-04-18,AMD,155.5100$,156.9600$,152.3200$,155.0800$,52669816$
2024-04-19,SK하이닉스,177200₩,178500₩,169500₩,173300₩,7545976₩
2024-04-19,NVIDIA,83.1432$,84.3171$,75.5998$,76.1938$,87519800$
2024-04-19,AMD,151.5900$,154.2500$,145.2900$,146.6400$,71618197$
2024-04-19,삼성전자,78300₩,78700₩,76300₩,77600₩,31317564₩
2024-04-22,SK하이닉스,170700₩,172400₩,167000₩,171600₩,5882906₩
2024-04-22,NVIDIA,78.0976$,80.0664$,76.3937$,79.5115$,59634051$
2024-04-22,삼성전자,77400₩,77500₩,75100₩,76100₩,30469476₩
2024-04-22,AMD,148.1500$,149.8900$,145.6300$,148.6400$,49397034$
2024-04-23,삼성전자,76400₩,76800₩,75500₩,75500₩,18717700₩
2024-04-23,NVIDIA,80.7624$,82.7622$,80.2574$,82.4162$,43855937$
2024-04-23,SK하이닉스,172600₩,173700₩,169700₩,171000₩,3975371₩
2024-04-23,AMD,151.6500$,153.4950$,150.3500$,152.2700$,46051911$
2024-04-24,삼성전자,77500₩,78800₩,77200₩,78600₩,22166150₩
2024-04-24,SK하이닉스,178900₩,180200₩,176300₩,179800₩,4254632₩
2024-04-24,AMD,156.5600$,157.6598$,150.6300$,151.7400$,43412550$
2024-04-24,NVIDIA,83.9431$,84.0751$,79.1765$,79.6705$,51220753$
2024-04-25,AMD,149.1500$,155.1400$,146.7500$,153.7600$,41471423$
2024-04-25,SK하이닉스,173800₩,176700₩,170600₩,170600₩,5332149₩
2024-04-25,삼성전자,77300₩,77500₩,76300₩,76300₩,15549134₩
2024-04-25,NVIDIA,78.8615$,83.3162$,78.2166$,82.6252$,42464073$
2024-04-26,AMD,154.2400$,158.6300$,153.4252$,157.4000$,42510708$
2024-04-26,SK하이닉스,176200₩,178300₩,174900₩,177800₩,5471765₩
2024-04-26,NVIDIA,83.8111$,88.3237$,83.3802$,87.7278$,55101078$
2024-04-26,삼성전자,77800₩,77900₩,76500₩,76700₩,12755629₩
2024-04-29,삼성전자,77400₩,77600₩,76200₩,76700₩,14664474₩
2024-04-29,NVIDIA,87.5878$,87.9848$,85.2590$,87.7498$,38897076$
2024-04-29,SK하이닉스,179100₩,180400₩,175600₩,175900₩,2892809₩
2024-04-29,AMD,159.0800$,160.7700$,156.2600$,160.2000$,43478221$
2024-04-30,AMD,160.6300$,162.2900$,158.3500$,158.3800$,60742834$
2024-04-30,SK하이닉스,175900₩,179000₩,173800₩,174200₩,3655060₩
2024-04-30,삼성전자,77000₩,78500₩,76600₩,77500₩,19007008₩
2024-04-30,NVIDIA,87.2328$,88.8117$,86.2929$,86.3949$,36370870$
2024-05-01,AMD,148.1100$,151.3700$,142.1400$,144.2700$,89413168$
2024-05-01,NVIDIA,85.0700$,85.9929$,81.2479$,83.0342$,55986317$
2024-05-02,SK하이닉스,169000₩,174700₩,169000₩,173600₩,3168250₩
2024-05-02,삼성전자,77600₩,78600₩,77300₩,78000₩,18900640₩
2024-05-02,AMD,145.5100$,147.6200$,141.1550$,146.1600$,50034730$
2024-05-02,NVIDIA,84.4421$,86.2299$,83.1932$,85.8100$,37789754$
2024-05-03,SK하이닉스,177000₩,177500₩,173200₩,173200₩,2336256₩
2024-05-03,AMD,148.7500$,150.7900$,147.2384$,150.6000$,49361081$
2024-05-03,삼성전자,79000₩,79000₩,77500₩,77600₩,13151889₩
2024-05-03,NVIDIA,87.7818$,89.2737$,87.0329$,88.7817$,39834072$
2024-05-06,AMD,153.1000$,156.6500$,151.2600$,155.7800$,44624546$
2024-05-06,NVIDIA,89.3827$,92.2124$,89.0477$,92.1324$,37620255$
2024-05-07,NVIDIA,91.0905$,91.7735$,89.0037$,90.5466$,43734161$
2024-05-07,AMD,156.3200$,157.7000$,153.6600$,154.4300$,37374906$
2024-05-07,SK하이닉스,179400₩,180900₩,179300₩,179600₩,4349589₩
2024-05-07,삼성전자,79600₩,81300₩,79400₩,81300₩,26238868₩
2024-05-08,SK하이닉스,177600₩,179400₩,176000₩,178000₩,2304744₩
2024-05-08,NVIDIA,89.4752$,91.1865$,89.4127$,90.4046$,32572102$
2024-05-08,삼성전자,80800₩,81400₩,80500₩,81300₩,13089576₩
2024-05-08,AMD,153.4000$,155.3300$,152.5200$,153.6200$,28727963$
2024-05-09,AMD,153.1300$,154.0920$,150.6100$,152.3900$,33017962$
2024-05-09,NVIDIA,90.5216$,91.0645$,88.2238$,88.7397$,37801268$
2024-05-09,SK하이닉스,179000₩,179400₩,175400₩,175400₩,2861600₩
2024-05-09,삼성전자,81100₩,81500₩,79700₩,79700₩,18759936₩
2024-05-10,AMD,154.2874$,156.3700$,151.3100$,151.9200$,37652770$
2024-05-10,삼성전자,80400₩,81100₩,78900₩,79200₩,16976124₩
2024-05-10,NVIDIA,90.2971$,91.3935$,89.2197$,89.8706$,33532541$
2024-05-10,SK하이닉스,176500₩,180100₩,176400₩,179900₩,2813668₩
2024-05-13,SK하이닉스,180000₩,184000₩,179000₩,183800₩,3230023₩
2024-05-13,삼성전자,79400₩,79900₩,77600₩,78400₩,18652344₩
2024-05-13,AMD,151.2800$,153.3300$,150.4000$,150.5600$,27859183$
2024-05-13,NVIDIA,90.4706$,90.9905$,88.5217$,90.3916$,28968017$
2024-05-14,삼성전자,78600₩,78800₩,77900₩,78300₩,11763992₩
2024-05-14,SK하이닉스,184200₩,185800₩,181800₩,185300₩,2763069₩
2024-05-14,AMD,150.4300$,153.4879$,148.7800$,153.1600$,31938277$
2024-05-14,NVIDIA,89.5917$,91.6435$,88.9267$,91.3485$,29650708$
2024-05-15,AMD,155.5880$,159.6900$,154.7000$,159.6700$,43195901$
2024-05-15,NVIDIA,92.4644$,94.8542$,91.5915$,94.6222$,41773545$
2024-05-16,SK하이닉스,191100₩,194000₩,191100₩,193000₩,5083178₩
2024-05-16,NVIDIA,94.9022$,95.8111$,94.0953$,94.3513$,32395182$
2024-05-16,AMD,160.9200$,168.0600$,159.9000$,162.6200$,76726728$
2024-05-16,삼성전자,80200₩,80300₩,78100₩,78200₩,20989778₩
2024-05-17,SK하이닉스,192000₩,193500₩,189900₩,189900₩,2841394₩
2024-05-17,삼성전자,78600₩,78800₩,77200₩,77400₩,15918201₩
2024-05-17,AMD,168.4300$,169.7200$,162.3200$,164.4700$,65944362$
2024-05-17,NVIDIA,94.3613$,94.7322$,91.7985$,92.4714$,35969103$
2024-05-20,삼성전자,78100₩,79100₩,77900₩,78900₩,19456784₩
2024-05-20,AMD,165.5500$,168.4900$,164.4700$,166.3300$,45618044$
2024-05-20,SK하이닉스,192300₩,193200₩,188600₩,190100₩,3592128₩
2024-05-20,NVIDIA,93.7423$,95.1922$,93.4323$,94.7722$,31876446$
2024-05-21,삼성전자,78500₩,79000₩,78200₩,78400₩,13690583₩
2024-05-21,AMD,164.0000$,165.8300$,163.1000$,164.6600$,30005478$
2024-05-21,SK하이닉스,193400₩,193500₩,191200₩,192000₩,2468109₩
2024-05-21,NVIDIA,93.5913$,95.3922$,93.1724$,95.3782$,32894646$
2024-05-22,SK하이닉스,191900₩,197700₩,190900₩,197700₩,3949439₩
2024-05-22,NVIDIA,95.4512$,96.0121$,93.2414$,94.9422$,54864799$
2024-05-22,AMD,167.4100$,169.8148$,163.8600$,165.5200$,47426719$
2024-05-22,삼성전자,78100₩,78700₩,77300₩,77700₩,19521506₩
2024-05-23,삼성전자,77700₩,79100₩,77100₩,78300₩,18728088₩
2024-05-23,AMD,170.1800$,173.1400$,158.2700$,160.4300$,91888841$
2024-05-23,SK하이닉스,203500₩,204000₩,198200₩,200000₩,4681849₩
2024-05-23,NVIDIA,102.0196$,106.3113$,101.5117$,103.7905$,83506528$
2024-05-24,AMD,161.4120$,167.6600$,160.2500$,166.3600$,54868646$
2024-05-24,SK하이닉스,199800₩,202500₩,197500₩,198600₩,3793872₩
2024-05-24,삼성전자,76800₩,77000₩,75700₩,75900₩,27891278₩
2024-05-24,NVIDIA,104.4404$,106.4663$,102.9916$,106.4603$,42949367$
2024-05-27,SK하이닉스,203500₩,209000₩,199100₩,201500₩,4774882₩
2024-05-27,삼성전자,75300₩,78200₩,74000₩,77200₩,43825200₩
2024-05-28,AMD,169.4200$,174.5500$,164.9600$,171.6100$,66495414$
2024-05-28,SK하이닉스,202500₩,205500₩,200500₩,202500₩,2084945₩
2024-05-28,삼성전자,76500₩,78000₩,76200₩,77600₩,18539072₩
2024-05-28,NVIDIA,110.2350$,114.9296$,109.8740$,113.8917$,65272789$
2024-05-29,NVIDIA,113.0407$,115.4825$,110.8919$,114.8156$,55744193$
2024-05-29,SK하이닉스,210000₩,210000₩,200500₩,202500₩,3073139₩
2024-05-29,삼성전자,77700₩,78200₩,75200₩,75200₩,30244876₩
2024-05-29,AMD,167.4600$,168.4800$,162.9100$,165.1400$,56537503$
2024-05-30,SK하이닉스,202500₩,202500₩,195700₩,195700₩,2402236₩
2024-05-30,NVIDIA,114.6406$,115.8097$,109.6540$,110.4909$,48735033$
2024-05-30,삼성전자,74800₩,75200₩,73500₩,73500₩,28551272₩
2024-05-30,AMD,167.9000$,168.7469$,163.8000$,166.7500$,46479934$
2024-05-31,NVIDIA,112.5108$,112.7078$,106.9312$,109.6240$,61326250$
2024-05-31,AMD,166.6500$,169.5000$,160.0700$,166.9000$,64331946$
2024-05-31,SK하이닉스,194400₩,195200₩,188200₩,189200₩,5958829₩
2024-05-31,삼성전자,74500₩,74700₩,73500₩,73500₩,26198776₩
2024-06-03,삼성전자,74400₩,76400₩,74200₩,75700₩,15706268₩
2024-06-03,NVIDIA,113.6117$,114.9906$,111.9938$,114.9906$,43839176$
2024-06-03,AMD,170.8200$,171.0800$,160.9101$,163.5500$,59157590$
2024-06-03,SK하이닉스,189500₩,194600₩,188200₩,194200₩,2982443₩
2024-06-04,NVIDIA,115.7065$,116.5904$,114.0356$,116.4275$,40332401$
2024-06-04,SK하이닉스,196400₩,196500₩,192900₩,193300₩,1996780₩
2024-06-04,삼성전자,74900₩,76100₩,74900₩,75300₩,14098053₩
2024-06-04,AMD,162.8400$,164.8300$,158.8729$,159.9900$,48157209$
2024-06-05,삼성전자,78000₩,78000₩,76800₩,77400₩,23177968₩
2024-06-05,SK하이닉스,189400₩,195200₩,188800₩,193700₩,2709631₩
2024-06-05,NVIDIA,118.3613$,122.4395$,117.4584$,122.4300$,52840178$
2024-06-05,AMD,162.0700$,167.1200$,161.3800$,166.1700$,60507494$
2024-06-06,NVIDIA,124.0378$,125.5767$,118.3103$,120.9881$,66469619$
2024-06-06,AMD,165.4600$,169.5100$,163.8600$,166.7800$,47153676$
2024-06-07,삼성전자,78400₩,78600₩,77100₩,77300₩,21189348₩
2024-06-07,NVIDIA,119.7602$,121.6817$,118.0123$,120.8781$,41238580$
2024-06-07,AMD,166.5900$,169.4500$,165.8600$,167.8700$,44795998$
2024-06-07,SK하이닉스,199500₩,207500₩,197300₩,207500₩,4805326₩
2024-06-10,SK하이닉스,206000₩,209500₩,205000₩,208000₩,2448961₩
2024-06-10,삼성전자,76100₩,76600₩,75600₩,75700₩,14598755₩
2024-06-10,AMD,162.4800$,165.5500$,159.6100$,160.3400$,67575627$
2024-06-10,NVIDIA,120.3601$,195.9339$,117.0004$,121.7800$,314162650$
2024-06-11,AMD,160.5000$,161.5400$,156.9200$,158.9600$,40497092$
2024-06-11,SK하이닉스,210000₩,215000₩,206000₩,212500₩,3070163₩
2024-06-11,NVIDIA,121.7700$,122.8700$,118.7400$,120.9100$,222551158$
2024-06-11,삼성전자,75900₩,76000₩,75100₩,75200₩,16971176₩
2024-06-12,NVIDIA,123.0600$,126.8800$,122.5700$,125.2000$,299595001$
2024-06-12,SK하이닉스,212000₩,216000₩,211000₩,215000₩,2151331₩
2024-06-12,삼성전자,75300₩,77100₩,75200₩,76500₩,19246724₩
2024-06-12,AMD,160.3200$,162.2400$,158.6200$,160.2400$,48325813$
2024-06-13,NVIDIA,129.3900$,129.8000$,127.1600$,129.6100$,260704537$
2024-06-13,AMD,160.4000$,162.6600$,157.3100$,159.9000$,44442511$
2024-06-13,SK하이닉스,226000₩,226500₩,219000₩,222000₩,5777279₩
2024-06-13,삼성전자,78400₩,79000₩,77800₩,78600₩,33763804₩
2024-06-14,AMD,158.5000$,161.3399$,157.6100$,159.6300$,34054023$
2024-06-14,NVIDIA,129.9600$,132.8400$,128.3200$,131.8800$,309320376$
2024-06-14,SK하이닉스,225000₩,225000₩,216000₩,221000₩,3311223₩
2024-06-14,삼성전자,79700₩,80500₩,79000₩,79600₩,22926612₩
